recipe_id,ingredients,cooking_instructions,recipe_name,net_price,image_path
82,"pasta, garlic, olive oil, broccoli, parmesan cheese","Ingredients:
Rice: 2 cups, cooked
Ground Beef: 400 grams
Black Beans: 1 cup, drained and rinsed
Corn: 1 cup, cooked
Taco Seasoning: 2 tablespoons
Steps:
1:Cook the Ground Beef: Sauté ground beef in a skillet over medium heat until browned, then drain excess fat.
2:Season the Meat: Add taco seasoning and a splash of water to the beef, stirring until well coated.
3:Heat the Beans and Corn: Warm black beans and corn in a separate pan or microwave.
4:Assemble the Bowl: Layer cooked rice, seasoned beef, black beans, and corn in a bowl.
5:Serve: Optionally top with cheese, sour cream, or salsa, and serve warm.",Garlic Broccoli Parmesan Pasta,800,Recipes Pictures\Garlic Broccoli Parmesan Pasta.jpeg
83,"chicken, barbecue sauce, coleslaw, pickles, buns","Ingredients:
Chicken: 400 grams, cooked and shredded
Barbecue Sauce: ½ cup
Coleslaw: 1 cup, prepared
Pickles: 8 slices
Buns: 4, toasted
Steps:
1:Prepare Chicken: Mix shredded chicken with barbecue sauce in a skillet over medium heat until warmed through.
2:Toast the Buns: Lightly toast the buns in a pan or oven for added texture.
3:Assemble the Sandwich: Layer barbecue chicken on the bottom bun, add coleslaw, and top with pickle slices.
4:Serve: Close the sandwich with the top bun and serve warm with your favorite sides.",Barbecue Chicken Sandwiches,1000,Recipes Pictures\Barbecue Chicken Sandwiches.jpeg
85,"pasta, alfredo sauce, chicken, spinach, sun-dried tomatoes","Ingredients:
Pasta: 300 grams (penne, fettuccine, or any preferred type)
Alfredo Sauce: 1 cup (store-bought or homemade)
Chicken: 2 chicken breasts, cooked and sliced
Spinach: 2 cups, fresh
Sun-Dried Tomatoes: ½ cup, chopped
Steps:
1:Cook the Pasta: Boil pasta according to package instructions, drain, and set aside.
2:Sauté Spinach: In a pan, sauté fresh spinach with a bit of olive oil until wilted, about 2 minutes.
3:Combine Chicken and Sun-Dried Tomatoes: Add sliced chicken and sun-dried tomatoes to the pan with spinach, stirring until combined.
4:Add Alfredo Sauce: Pour in the Alfredo sauce and simmer until everything is coated and heated through.
5:Toss with Pasta: Add cooked pasta to the sauce mixture, tossing to coat evenly, then serve warm.",Chicken and Spinach Alfredo,900,Recipes Pictures\Chicken and Spinach Alfredo.jpeg
86,"salmon, lemon, garlic, thyme, olive oil","Ingredients:
Salmon: 4 fillets (about 150-200 grams each)
Lemon: 1, sliced
Garlic: 3 cloves, minced
Thyme: 1 tablespoon, fresh
Olive Oil: 2 tablespoons
Steps:
1:Prepare the Salmon: Preheat the oven to 375°F (190°C), then place the salmon fillets on a baking sheet lined with parchment paper.
2:Make the Marinade: In a small bowl, mix olive oil, minced garlic, fresh thyme, and lemon juice.
3:Season the Salmon: Drizzle the marinade over the salmon fillets, then top with lemon slices and extra thyme.
4:Bake the Salmon: Bake the salmon for 12-15 minutes, or until the salmon easily flakes with a fork.
5:Serve: Remove from the oven, garnish with fresh lemon and thyme, and serve hot.",Lemon Garlic Thyme Salmon,850,Recipes Pictures\Lemon Garlic Thyme Salmon.jpeg
87,"beef, bell pepper, onion, teriyaki sauce, sesame seeds","Ingredients:
Beef: 300 grams, thinly sliced (preferably flank steak or sirloin)
Bell Pepper: 1, sliced
Onion: 1 medium, sliced
Teriyaki Sauce: ¼ cup
Sesame Seeds: 1 tablespoon (for garnish)
Steps:
1:Prepare the Beef: Slice the beef thinly against the grain, then set aside.
2:Cook the Vegetables: Heat a pan over medium-high heat and sauté the bell pepper and onion until tender, about 5 minutes.
3:Cook the Beef: Add the beef to the pan, cooking until browned and cooked through, about 4-5 minutes.
4:Add the Teriyaki Sauce: Pour the teriyaki sauce over the beef and vegetables, stirring to coat evenly.
5:Garnish and Serve: Sprinkle sesame seeds on top and serve the stir-fry over rice or noodles for a complete meal.",Teriyaki Beef Stir-Fry,1250,Recipes Pictures\Teriyaki Beef Stir-Fry.jpeg
89,"pasta, garlic, olive oil, cherry tomatoes, basil","Ingredients:
Pasta: 250 grams (spaghetti or your choice of pasta)
Garlic: 4 cloves, minced
Olive Oil: 3 tablespoons
Cherry Tomatoes: 2 cups, halved
Basil: ¼ cup fresh, chopped
Steps:
1:Cook the Pasta: Boil the pasta in salted water according to the package instructions until al dente, then drain and set aside.
2:Sauté Garlic and Tomatoes: In a large pan, heat olive oil over medium heat and sauté minced garlic until fragrant, about 1 minute.
3:Add Cherry Tomatoes: Add halved cherry tomatoes to the pan, cooking until they soften and release their juices, about 4-5 minutes.
4:Combine Pasta: Add the cooked pasta to the pan, tossing to combine and coat with the garlic and tomato sauce.
5:Finish and Serve: Stir in chopped basil and serve immediately with a sprinkle of extra basil or Parmesan if desired",Garlic Cherry Tomato Pasta,750,Recipes Pictures\Garlic Cherry Tomato Pasta.jpeg
90,"chicken, bell pepper, onion, garlic, Cajun seasoning","Ingredients:
Chicken: 2 boneless, skinless chicken breasts (about 300 grams), cut into cubes
Bell Pepper: 1, sliced
Onion: 1 medium, sliced
Garlic: 3 cloves, minced
Cajun Seasoning: 1 tablespoon
Rice: 1 cup, uncooked (preferably long-grain white rice)
Olive Oil: 2 tablespoons (for cooking)
Chicken Broth: 2 cups
Steps:
1:Season and Sauté Chicken: Season the chicken cubes with Cajun seasoning, then heat olive oil in a skillet over medium heat and sauté until the chicken is browned and cooked through, about 6-8 minutes.
2:Cook Vegetables: Add the sliced bell pepper, onion, and minced garlic to the skillet, cooking until softened, about 3-4 minutes.
3:Add Rice and Broth: Stir in the uncooked rice, then pour in the chicken broth. Bring to a simmer, cover, and cook for 15-20 minutes until the rice is tender and the liquid is absorbed.
4:Fluff and Serve: Once cooked, fluff the rice with a fork and serve the Cajun chicken and rice mixture hot, garnished with extra Cajun seasoning or fresh herbs if desired.",Cajun Chicken and Rice,850,Recipes Pictures\Cajun Chicken and Rice.jpeg
91,"pasta, garlic, olive oil, red pepper flakes, parmesan cheese","Ingredients:
Pasta: 250 grams (spaghetti or your choice of pasta)
Garlic: 4 cloves, minced
Olive Oil: 3 tablespoons
Red Pepper Flakes: 1 teaspoon (adjust for heat)
Parmesan Cheese: ½ cup, grated (for garnish)
Steps:
1:Cook the Pasta: Boil the pasta in salted water according to package instructions until al dente, then drain and set aside.
2:Sauté Garlic and Red Pepper Flakes: Heat olive oil in a large pan over medium heat, add minced garlic and red pepper flakes, and sauté until fragrant, about 1 minute.
3:Toss Pasta with Garlic Oil: Add the cooked pasta to the pan, tossing it with the garlic and red pepper oil mixture until well coated.
4:Finish and Serve: Serve the pasta topped with grated Parmesan cheese and a sprinkle of extra red pepper flakes for added spice, if desired.",Spicy Garlic Pasta,600,Recipes Pictures\Spicy Garlic Pasta.jpeg
93,"chicken, lemon, garlic, oregano, olive oil","Ingredients:
Chicken: 4 boneless, skinless chicken breasts
Lemon: 1, juiced and zested
Garlic: 3 cloves, minced
Oregano: 1 tablespoon dried oregano (or 1 tablespoon fresh oregano, chopped)
Olive Oil: 2 tablespoons
Steps:
1:Prepare Marinade: In a bowl, mix lemon juice, lemon zest, minced garlic, oregano, and olive oil to create the marinade.
2:Marinate the Chicken: Coat the chicken breasts in the marinade and let them sit in the fridge for at least 30 minutes to absorb the flavors.
3:Cook the Chicken: Heat a skillet over medium heat and cook the marinated chicken for about 5-7 minutes on each side until cooked through and golden.
4:Serve: Remove the chicken from the pan, and let it rest for a few minutes before serving with your choice of sides.",Lemon Oregano Chicken,800,Recipes Pictures\Lemon Oregano Chicken.jpeg
94,"potatoes, garlic, butter, chives, sour cream","Ingredients:
Potatoes: 1.5 pounds (about 6 medium potatoes), peeled
Garlic: 4 cloves, minced
Butter: 4 tablespoons
Chives: 2 tablespoons, chopped
Sour Cream: ¼ cup
Steps:
1:Cook the Potatoes: Boil the potatoes in salted water for 15-20 minutes, until tender, then drain.
2:Mash the Potatoes: Use a potato masher or fork to lightly smash the potatoes, keeping some chunks intact.
3:Make Garlic Butter: In a small pan, melt butter with minced garlic and sauté for 1-2 minutes until fragrant.
4:Combine and Serve: Pour the garlic butter over the smashed potatoes, add sour cream, and mix well. Garnish with chopped chives before serving.",Garlic Butter Smashed Potatoes,650,Recipes Pictures\Garlic Butter Smashed Potatoes.jpeg
95,"shrimp, garlic, white wine, lemon, butter","Ingredients:
Shrimp: 1 pound (peeled and deveined)
Garlic: 4 cloves, minced
White Wine: ½ cup
Lemon: 1 (zested and juiced)
Butter: 4 tablespoons
Steps:
1:Cook the Shrimp: In a large skillet, melt 2 tablespoons of butter over medium heat. Add the shrimp and cook for 2-3 minutes until pink and opaque, then remove and set aside.
2:Make the Sauce: In the same skillet, melt the remaining butter and sauté garlic for 1 minute. Add the white wine, lemon juice, and zest, then cook for 2-3 minutes until the sauce slightly reduces.
3:Combine and Serve: Return the shrimp to the skillet, toss to coat in the sauce, and cook for another 2 minutes. Serve hot, garnished with extra lemon zest or parsley if desired.",Garlic Lemon Butter Shrimp Scampi,900,Recipes Pictures\Garlic Lemon Butter Shrimp Scampi.jpeg
97,"pasta, tomato sauce, ground beef, garlic, basil","Ingredients:
Pasta: 200 grams (spaghetti or your choice)
Tomato Sauce: 1 cup
Ground Beef: 300 grams
Garlic: 3 cloves, minced
Basil: 2 tablespoons, fresh, chopped (or 1 tablespoon dried)
Steps:
1:Prepare the Meatballs: Mix ground beef, minced garlic, chopped basil, salt, and pepper, then form into small meatballs.
2:Cook the Meatballs: Heat oil in a pan and cook meatballs for 5-7 minutes, turning until browned on all sides and cooked through.
3:Make the Sauce: In the same pan, add tomato sauce, bring to a simmer, and let it cook for 10 minutes, letting the flavors blend.
4:Cook the Pasta: Cook pasta according to package instructions, then drain and set aside.
5:Combine and Serve: Toss the cooked pasta with the tomato sauce and meatballs, then garnish with fresh basil and serve hot.",Basil Meatball Pasta,1200,Recipes Pictures\Basil Meatball Pasta.jpeg
98,"salmon, garlic, dill, lemon, butter","Ingredients:
Salmon: 2 fillets (about 200 grams each)
Garlic: 3 cloves, minced
Dill: 1 tablespoon, fresh or 1 teaspoon dried
Lemon: 1 lemon (juice and slices for garnish)
Butter: 3 tablespoons, melted
Steps:
1:Preheat the Oven: Preheat your oven to 375°F (190°C) and prepare a baking dish or tray.
2:Prepare the Butter Mixture: In a small bowl, combine melted butter, minced garlic, dill, and lemon juice, mixing well.
3:Season the Salmon: Place the salmon fillets on the baking tray, then pour the garlic dill butter mixture over them, ensuring they are coated.
4:Bake the Salmon: Bake the salmon for 15-20 minutes, or until it flakes easily with a fork.
5:Garnish and Serve: Garnish with lemon slices and fresh dill, and serve with your favorite sides.",Garlic Dill Butter Salmon,1150,Recipes Pictures\Garlic Dill Butter Salmon.jpeg
99,"beef, bell pepper, onion, teriyaki sauce, sesame seeds","Ingredients:
Beef: 300 grams, thinly sliced (preferably flank steak or sirloin)
Bell Pepper: 1 large, sliced
Onion: 1 medium, sliced
Teriyaki Sauce: 3 tablespoons
Sesame Seeds: 1 tablespoon, toasted
Steps
1:Prepare the Beef: Slice the beef thinly against the grain and set aside.
2:Sauté the Vegetables: In a pan, stir-fry the bell pepper and onion with a little oil over medium heat until softened, about 5 minutes.
3:Cook the Beef: Add the sliced beef to the pan and cook for 3-4 minutes until browned and cooked through.
4:Add Teriyaki Sauce: Pour the teriyaki sauce over the beef and vegetables, stirring to coat evenly.
5:Garnish and Serve: Sprinkle with toasted sesame seeds and serve over rice or as is.",Teriyaki Beef and Vegetables,1100,Recipes Pictures\Teriyaki Beef and Vegetables.jpeg
102,"chicken, lemon, garlic, paprika, olive oil","Ingredients:
Rice: 1 cup (uncooked, any type)
Black Beans: 1 cup (cooked or canned, rinsed and drained)
Corn: 1 cup (fresh, frozen, or canned)
Bell Pepper: 1 (diced, any color)
Cumin: 1 teaspoon
Steps:
1:Cook the Rice: Rinse and cook the rice according to package instructions, then set aside.
2:Sauté Vegetables: Heat a skillet, add diced bell pepper and corn, and sauté for 5 minutes until softened.
3:Combine Beans and Cumin: Stir in black beans and cumin, and cook for 2-3 minutes to infuse flavors.
4:Mix Rice and Serve: Add cooked rice to the skillet, mix everything well, and serve warm with optional garnishes like cilantro or lime wedges.",Lemon Paprika Grilled Chicken,1050,Recipes Pictures\Lemon Paprika Grilled Chicken.jpeg
103,"rice, black beans, corn, bell pepper, cumin","Ingredients:
Rice: 1 cup (uncooked, any type)
Black Beans: 1 cup (cooked or canned, rinsed and drained)
Corn: 1 cup (fresh, frozen, or canned)
Bell Pepper: 1 (diced, any color)
Cumin: 1 teaspoon
Steps:
1:Cook the Rice: Rinse and cook the rice according to package instructions, then set aside.
2:Sauté Vegetables: Heat a skillet, add diced bell pepper and corn, and sauté for 5 minutes until softened.
3:Combine Beans and Cumin: Stir in black beans and cumin, and cook for 2-3 minutes to infuse flavors.                                                                                                                                                                                                                                       4:Mix Rice and Serve: Add cooked rice to the skillet, mix everything well, and serve warm with optional garnishes like cilantro or lime wedges.                                                                                                                                                                                                                                       ",Cumin Rice and Beans,550,Recipes Pictures\Cumin Rice and Beans.jpeg
104,"shrimp, garlic, tomato, basil, white wine","Ingredients:
Shrimp: 1 pound (peeled and deveined)
Garlic: 4 cloves (minced)
Tomato: 2 medium (diced)
Basil: 1/4 cup (fresh, chopped)
White Wine: 1/2 cup
Linguine: 8 ounces (uncooked, any variety)
Steps:
1:Cook Linguine: Boil linguine in salted water until al dente, drain, and set aside.
2:Sauté Garlic: Heat olive oil in a skillet, add minced garlic, and sauté for 1 minute until fragrant.
3:Cook Shrimp: Add shrimp to the skillet, cooking 2-3 minutes per side until pink and opaque.
4:Add Tomato and Wine: Stir in diced tomatoes and white wine, simmer for 5 minutes until the sauce reduces slightly.
5:Combine and Garnish: Toss cooked linguine and fresh basil into the skillet, mix well, and serve hot.",Garlic Basil Shrimp Linguine,950,Recipes Pictures\Garlic Basil Shrimp Linguine.jpeg
106,"pasta, alfredo sauce, chicken, peas, mushrooms","Ingredients:
Pasta: 8 ounces (uncooked, any variety)
Alfredo Sauce: 1 cup (store-bought or homemade)
Chicken: 2 breasts (boneless, skinless, diced)
Peas: 1/2 cup (frozen or fresh)
Mushrooms: 1 cup (sliced)
Steps:
1:Cook Pasta: Boil pasta in salted water until al dente, then drain and set aside.
2:Sauté Chicken: Heat olive oil in a skillet, cook diced chicken until browned and cooked through, about 5-7 minutes.
3:Cook Mushrooms: Add sliced mushrooms to the skillet, sautéing until tender and lightly browned.
4:Add Sauce and Peas: Stir Alfredo sauce and peas into the skillet, simmer for 3-4 minutes until heated through.
5:Combine and Serve: Toss the pasta with the sauce mixture, ensure everything is coated, and serve hot.",Chicken Alfredo with Mushrooms,1250,Recipes Pictures\Chicken Alfredo with Mushrooms.jpeg
107,"salmon, lemon, garlic, dill, olive oil","Ingredients:
Salmon: 4 fillets (6 ounces each)
Lemon: 1 (sliced into thin rounds)
Garlic: 3 cloves (minced)
Dill: 2 tablespoons (fresh, chopped)
Olive Oil: 2 tablespoons
Steps:
1:Preheat and Prep: Preheat the oven to 375°F (190°C). Line a baking sheet with parchment paper.
2:Prepare the Salmon: Place salmon fillets on the sheet, drizzle with olive oil, and season with minced garlic, fresh dill, salt, and pepper.
3:Add Lemon Slices: Top each fillet with lemon slices to enhance flavor during baking.
4:Bake: Bake for 12-15 minutes until salmon flakes easily with a fork and is opaque in the center.
5:Serve: Garnish with extra dill if desired and serve warm with your favorite sides.",Lemon Dill Baked Salmon,950,Recipes Pictures\Lemon Dill Baked Salmon.jpeg
108,"beef, bell pepper, onion, hoisin sauce, sesame seeds","Ingredients:
Beef: 1 pound (thinly sliced)
Bell Pepper: 2 (sliced into strips)
Onion: 1 medium (sliced)
Hoisin Sauce: 1/4 cup
Sesame Seeds: 1 tablespoon (toasted)
Steps:
1:Prep Ingredients: Slice beef, bell peppers, and onion. Toast sesame seeds in a dry skillet.
2:Cook Beef: Heat a skillet, sear the beef on high heat until browned, then set aside.
3:Sauté Vegetables: In the same skillet, sauté onions and bell peppers until slightly softened.
4:Combine: Return beef to the skillet, add hoisin sauce, and stir until everything is well coated and heated through.
5:Garnish and Serve: Sprinkle sesame seeds on top and serve over rice or noodles.",Hoisin Beef Stir-Fry,1200,Recipes Pictures\Hoisin Beef Stir-Fry.jpeg
110,"pasta, garlic, olive oil, spinach, parmesan cheese","Ingredients:
Pasta: 12 ounces (spaghetti or your choice)
Garlic: 4 cloves (minced)
Olive Oil: 2 tablespoons
Spinach: 4 cups (fresh)
Parmesan Cheese: 1/2 cup (grated)
Steps:
1:Cook Pasta: Boil pasta in salted water until al dente. Reserve 1 cup of pasta water before draining.
2:Sauté Garlic: Heat olive oil in a skillet, sauté garlic until fragrant (1-2 minutes).
3:Wilt Spinach: Add spinach to the skillet and cook until wilted, stirring occasionally.
4:Combine Pasta: Add cooked pasta to the skillet. Toss with spinach, garlic, and reserved pasta water for desired consistency.
5:Finish and Serve: Stir in Parmesan cheese, adjust seasoning, and serve immediately.",Garlic Spinach Pasta,850,Recipes Pictures\Garlic Spinach Pasta.jpeg
111,"chicken, lemon, garlic, thyme, honey","Ingredients:
Chicken: 1 whole chicken (about 4 pounds) or 4 chicken thighs
Lemon: 1, sliced into rounds
Garlic: 4 cloves, minced
Thyme: 2 teaspoons (fresh, or 1 teaspoon dried)
Honey: 3 tablespoons
Steps:
1:Preheat and Prep Chicken: Preheat oven to 375°F (190°C). Pat the chicken dry and place in a roasting pan.
2:Season Chicken: Rub chicken with minced garlic, thyme, and a drizzle of olive oil. Season with salt and pepper.
3:Add Lemon and Honey: Place lemon slices over and inside the chicken. Drizzle with honey for a sweet glaze.
4:Roast Chicken: Roast for 45-60 minutes (for whole chicken) or 30-35 minutes (for thighs) until golden and cooked through.
5:Serve: Let rest for 5 minutes, garnish with fresh thyme, and serve.",Honey Thyme Roast Chicken,1300,Recipes Pictures\Honey Thyme Roast Chicken.jpeg
112,"rice, ground beef, black beans, bell pepper, salsa","Ingredients:
Rice: 1 cup, uncooked (or 3 cups cooked rice)
Ground Beef: 1 pound
Black Beans: 1 cup, drained and rinsed
Bell Pepper: 1, diced
Salsa: 1 cup
Steps:
1:Cook the Rice: Prepare rice according to package instructions and set aside.
2:Brown the Beef: In a large skillet, cook ground beef over medium heat until browned, then drain any excess fat.
3:Add Veggies and Beans: Add diced bell pepper and black beans to the beef, cooking for 5 minutes until softened.
4:Mix in Salsa: Stir in salsa and let the mixture simmer for 5 minutes to combine flavors.
5:Assemble Bowls: Serve the beef mixture over rice and garnish as desired. Enjoy!",Mexican Beef and Rice Bowl,1090,Recipes Pictures\Mexican Beef and Rice Bowl.jpeg
113,"pasta, tomato sauce, garlic, red pepper flakes, olives","Ingredients:
Pasta: 8 ounces (any type, such as spaghetti or penne)
Tomato Sauce: 2 cups
Garlic: 4 cloves, minced
Red Pepper Flakes: 1 teaspoon (adjust to taste)
Olives: ½ cup, sliced (black or green, as preferred)
Steps:
1:Cook the Pasta: Boil pasta in salted water according to package instructions until al dente. Drain and set aside.
2:Sauté Garlic: In a large skillet, heat olive oil over medium heat and sauté minced garlic until fragrant.
3:Add Spice and Sauce: Stir in red pepper flakes and tomato sauce. Simmer for 5 minutes to develop flavors.
4:Incorporate Olives: Add sliced olives to the sauce and mix well, cooking for another 2 minutes.
5:Combine and Serve: Toss the cooked pasta with the spicy olive tomato sauce. Serve warm and enjoy!",Spicy Olive Tomato Pasta,750,Recipes Pictures\Spicy Olive Tomato Pasta.jpeg
114,"salmon, lemon, garlic, butter, capers","Ingredients:
Salmon: 4 fillets (about 6 ounces each)
Lemon: 1, juiced (plus slices for garnish)
Garlic: 3 cloves, minced
Butter: 4 tablespoons
Capers: 2 tablespoons, rinsed and drained
Steps:
1:Prepare the Salmon: Season salmon fillets with salt and pepper. Set aside.
2:Cook the Salmon: In a skillet, melt 2 tablespoons of butter over medium heat. Sear salmon fillets for 4–5 minutes per side until golden and cooked through. Remove and set aside.
3:Sauté Garlic: Melt remaining butter in the same skillet. Add minced garlic and cook until fragrant.
4:Add Lemon and Capers: Stir in lemon juice and capers, cooking for 1–2 minutes to combine flavors.
5:Serve: Pour the lemon-caper butter sauce over the salmon. Garnish with lemon slices and serve hot.",Lemon Caper Butter Salmon,1000,Recipes Pictures\Lemon Caper Butter Salmon.jpeg
115,"beef, bell pepper, onion, ginger, soy sauce","Ingredients:
Beef: 1 pound (thinly sliced)
Bell Pepper: 1 large, thinly sliced
Onion: 1 medium, thinly sliced
Ginger: 1 tablespoon, freshly grated
Soy Sauce: 3 tablespoons
Steps:
1:Prepare the Ingredients: Thinly slice the beef, bell pepper, and onion. Grate fresh ginger. Set aside.
2:Cook the Beef: Heat oil in a wok or skillet over high heat. Stir-fry beef until browned, about 3–4 minutes. Remove and set aside.
3:Sauté Vegetables: Add bell pepper, onion, and ginger to the pan. Cook for 3–4 minutes until vegetables soften slightly.
4:Combine and Season: Return beef to the pan. Add soy sauce and stir-fry for 2 minutes, coating everything evenly.
5:Serve: Transfer to a plate and serve hot with rice or noodles",Ginger Beef Stir-Fry,1200,Recipes Pictures\Ginger Beef Stir-Fry.jpeg
117,"pasta, alfredo sauce, chicken, broccoli, sun-dried tomatoes","Ingredients:
Pasta: 12 ounces (fettuccine or penne)
Alfredo Sauce: 1 cup (store-bought or homemade)
Chicken: 2 boneless, skinless breasts, diced
Broccoli: 2 cups (florets)
Sun-Dried Tomatoes: ½ cup (chopped, drained if in oil)
Steps:
1:Cook the Pasta: Boil pasta in salted water until al dente. Drain and set aside.
2:Prepare the Chicken: Sauté diced chicken in olive oil over medium heat until cooked through, about 6–7 minutes. Remove and set aside.
3:Steam the Broccoli: Steam broccoli florets until tender-crisp, about 4–5 minutes.
4:Combine Ingredients: In the same pan, warm Alfredo sauce. Stir in chicken, broccoli, and sun-dried tomatoes. Cook for 2–3 minutes.
5:Toss with Pasta: Add cooked pasta to the pan, tossing to coat evenly. Serve warm, garnished with parmesan if desired.",Chicken Alfredo with Sun-Dried Tomatoes,990,Recipes Pictures\Chicken Alfredo with Sun-Dried Tomatoes.jpeg
118,"shrimp, garlic, lemon, butter, parsley","Ingredients:
Shrimp: 1 pound (peeled and deveined)
Garlic: 4 cloves (minced)
Lemon: 1 large (juice and zest)
Butter: 4 tablespoons
Parsley: 2 tablespoons (fresh, chopped)
Pasta: 12 ounces (spaghetti or linguine)
Steps:
1:Cook the Pasta: Boil pasta in salted water until al dente. Reserve 1 cup of pasta water, then drain and set aside.
2:Sauté Garlic: In a large skillet, melt butter over medium heat. Add minced garlic and sauté for 1–2 minutes until fragrant.
3:Cook Shrimp: Add shrimp to the skillet. Cook for 2–3 minutes per side until pink and opaque.
4:Add Lemon: Stir in lemon juice, zest, and reserved pasta water to create a light sauce. Simmer for 2 minutes.
5:Combine: Toss the cooked pasta with the shrimp and sauce. Garnish with parsley and serve immediately.",Garlic Lemon Butter Shrimp Pasta,1050,Recipes Pictures\Garlic Lemon Butter Shrimp Pasta.jpeg
120,"rice, tofu, broccoli, carrot, soy sauce","Ingredients:
Rice: 2 cups (cooked)
Tofu: 1 block (firm, cut into cubes)
Broccoli: 2 cups (florets)
Carrot: 1 large (sliced thinly)
Soy Sauce: 3 tablespoons
Steps:
1:Prepare the Tofu: Press and cube the tofu.  Sauté in a pan with 1 tablespoon oil until golden brown on all sides. Set aside.
2:Cook Vegetables: In the same pan, stir-fry broccoli and carrots for 4–5 minutes until tender-crisp.
3:Make the Sauce: Add soy sauce and a splash of water to the vegetables. Stir to combine.
4:Combine: Add the tofu back to the pan and toss everything together. Cook for 2 minutes to absorb flavors.
5:Serve: Plate the stir-fry over cooked rice and enjoy hot.",Tofu and Vegetable Stir-Fry,900,Recipes Pictures\Tofu and Vegetable Stir-Fry.jpeg
121,"salmon, garlic, lemon, thyme, butter","Ingredients:
Salmon: 4 fillets (approximately 6 oz each)
Garlic: 3 cloves (minced)
Lemon: 1 (sliced into thin rounds)
Thyme: 1 teaspoon (fresh leaves or sprigs)
Butter: 2 tablespoons (melted)
Steps:
1:Prepare the Salmon: Preheat the oven to 375°F (190°C). Place salmon fillets on a lined baking tray.
2:Season: Top each fillet with minced garlic, thyme leaves, and lemon slices. Drizzle melted butter over the fillets.
3:Bake: Cook in the preheated oven for 12–15 minutes until salmon is flaky and opaque.
4:Serve: Plate the salmon with its juices and garnish with additional thyme if desired. Enjoy!",Garlic Lemon Thyme Salmon,1050,Recipes Pictures\Garlic Lemon Thyme Salmon.jpeg
122,"chicken, ginger, soy sauce, sesame oil, scallions","Ingredients:
Chicken: 1 lb (boneless, skinless thighs or breasts, cubed)
Ginger: 2 teaspoons (grated or minced)
Soy Sauce: 3 tablespoons
Sesame Oil: 1 tablespoon
Scallions: 2 stalks (sliced thinly)
Steps:
1:Marinate Chicken: Mix soy sauce, ginger, and sesame oil in a bowl. Add chicken cubes and marinate for 20 minutes.
2:Cook Chicken: Heat sesame oil in a pan, add chicken, and cook until browned and cooked through, about 8–10 minutes.
3:Add Scallions: Toss in sliced scallions during the last minute of cooking for freshness and aroma.
4:Serve: Plate the chicken with its sauce, garnish with extra scallions, and serve hot.",Ginger Soy Chicken,1150,Recipes Pictures\Ginger Soy Chicken.jpeg
124,"beef, bell pepper, onion, garlic, hoisin sauce","Ingredients:
Beef: 1 lb (thinly sliced, flank or sirloin works best)
Bell Pepper: 1 large (sliced into strips)
Onion: 1 medium (sliced thinly)
Garlic: 3 cloves (minced)
Hoisin Sauce: 3 tablespoons
Steps:
1:Prepare Ingredients: Slice beef thinly, bell peppers into strips, and onions into thin slices. Mince garlic.
2:Cook Beef: Heat oil in a pan, stir-fry beef until browned and cooked through; remove and set aside.
3:Stir-Fry Vegetables: In the same pan, cook bell peppers, onions, and garlic until tender-crisp, about 4–5 minutes.
4:Combine and Sauce: Add beef back to the pan, pour in hoisin sauce, and stir until everything is coated and heated through.
5:Serve: Plate the stir-fry hot, optionally garnish with sesame seeds, and serve over rice or noodles.",Hoisin Beef and Peppers,1250,Recipes Pictures\Hoisin Beef and Peppers.jpeg
125,"shrimp, garlic, lemon, parsley, white wine","Ingredients:
Shrimp: 1 lb (peeled and deveined)
Garlic: 4 cloves (minced)
Lemon: 1 large (zested and juiced)
Parsley: 2 tablespoons (chopped)
White Wine: 1/3 cup (dry variety)
Pasta: 8 oz (spaghetti or linguine)
Steps:
1:Cook Pasta: Boil pasta in salted water until al dente. Reserve 1/2 cup pasta water, then drain.
2:Sauté Garlic: In a large pan, heat olive oil and butter. Add minced garlic and sauté until fragrant.
3:Cook Shrimp: Add shrimp to the pan, cook until pink on both sides, about 3–4 minutes.
4:Deglaze with Wine: Pour in white wine, letting it reduce slightly. Add lemon juice and zest.
5:Combine Pasta: Toss cooked pasta with the shrimp mixture, reserved pasta water, and parsley. Adjust seasoning.
6:Serve: Garnish with extra parsley and serve warm.",Garlic Lemon Wine Shrimp Pasta,1200,Recipes Pictures\Garlic Lemon Wine Shrimp Pasta.jpeg
126,"chicken, lemon, rosemary, garlic, olive oil","Ingredients:
Chicken: 1 whole (approximately 4 lbs)
Lemon: 2 large (1 sliced, 1 juiced)
Rosemary: 4 sprigs (fresh)
Garlic: 6 cloves (smashed)
Olive Oil: 3 tablespoons
Steps:
1:Prepare Chicken: Clean the chicken and pat it dry. Preheat the oven to 375°F (190°C).
2:Marinate: Rub chicken with olive oil, lemon juice, garlic, and chopped rosemary. Season generously with salt and pepper.
3:Stuff Chicken: Place lemon slices, garlic cloves, and rosemary sprigs inside the chicken cavity.
4:Roast: Place chicken in a roasting pan, breast side up. Roast for 1 hour 20 minutes, basting occasionally.
5:Rest and Serve: Let the chicken rest for 10 minutes after removing from the oven, then carve and serve warm.",Rosemary Lemon Roast Chicken,1250,Recipes Pictures\Rosemary Lemon Roast Chicken.jpeg
